Date,Close,High,Low,Open,Volume,Return,SMA_7,SMA_30,SMA_90,Vol_30
2021-03-24,12.612597465515137,13.127606665897511,12.60636306550238,13.119625530279166,245840000,-0.032725897460483155,12.983098711286273,13.517675431569417,13.362403996785481,0.56041042108044
2021-03-25,12.505108833312988,12.684177805880898,12.2424924164565,12.469445357031612,295144000,-0.008522323216612615,12.875358717782158,13.44372345606486,13.352285215589735,0.5484925727028243
2021-03-26,12.808375358581545,12.825334676954393,12.34374559581804,12.524310105669937,363968000,0.02425141030845479,12.803816386631556,13.363708305358887,13.347305721706814,0.5438426309656407
2021-03-29,12.9171142578125,13.031089713184375,12.669461195939402,12.789421789789944,273520000,0.008489671499055662,12.835988589695521,13.296941216786703,13.341116778055827,0.5435939551683775
2021-03-30,12.840798377990724,12.944049866495922,12.674449391875308,12.811120044436988,200204000,-0.005908121450239445,12.839693886893139,13.215364074707031,13.335110081566704,0.5366542174329991
2021-03-31,13.316153526306152,13.43810917129634,12.9512826873844,12.98420332881414,314776000,0.037019127185283995,12.862781252179829,13.163735008239746,13.334313106536865,0.5458312108116827
2021-04-01,13.778541564941406,13.83665098400882,13.47876321674802,13.539617370896384,308276000,0.034723844068168974,12.968384197780066,13.13007837931315,13.338526354895698,0.5566462280363949
2021-04-05,13.953866958618164,13.980302987658074,13.699978520943077,13.834155615253897,255672000,0.012724524787359304,13.159994125366213,13.099024868011474,13.34859241909451,0.5577301983639857
2021-04-06,13.828168869018556,14.020455365723707,13.74038112554351,13.966086787615374,191744000,-0.00900811867938689,13.34900270189558,13.082754230499267,13.35668306350708,0.5473599053289151
2021-04-07,14.109490394592283,14.209249360422294,13.678529036394863,13.847371587915674,251284000,0.02034409098112877,13.534876278468541,13.082966391245524,13.369918325212266,0.5488769746211395
2021-04-08,14.282573699951172,14.436702196538349,14.214736421344636,14.218478203246908,244416000,0.012267154979971995,13.729941913059779,13.077080694834391,13.382008340623644,0.545089205338296
2021-04-09,14.365374565124512,14.373355701924648,14.140916152427025,14.179821934797358,195172000,0.005797335054089192,13.947738511221749,13.113562488555909,13.394724814097087,0.4860405493874785
2021-04-12,15.172428131103516,15.315583398824293,14.105250615328751,14.255389020431952,869324000,0.05618047495526679,14.212920597621373,13.163416703542074,13.414854950375027,0.5039500987621289
2021-04-13,15.641796112060549,15.662246999655242,15.089377642067436,15.194873435364462,676212000,0.030935587692442423,14.479099818638392,13.22468646367391,13.440327676137288,0.5098141383195455
2021-04-14,15.240264892578123,15.68269800531053,15.19088345749282,15.587427655093643,385500000,-0.025670403616425252,14.662870952061244,13.287048594156902,13.459627511766222,0.5065121433625239
2021-04-15,16.098451614379883,16.175266146038638,15.593916950022594,15.624842552773393,598480000,0.05631048592991905,14.987197058541435,13.398011906941731,13.490063911014133,0.505066922560652
2021-04-16,15.87423610687256,16.126877246571755,15.827098981535388,16.014397368188778,335208000,-0.013927768513280037,15.239303588867188,13.515944957733154,13.516211160024007,0.4937530747678932
2021-04-19,15.324810981750488,15.769489372927668,15.196370724579516,15.499141107404188,404420000,-0.03461112216191653,15.388194629124232,13.612530517578126,13.5357163005405,0.509624541036147
2021-04-20,15.134769439697266,15.459735537504107,14.92702015356022,15.286403414182216,334132000,-0.012400906104455878,15.498108182634626,13.73164332707723,13.555954795413546,0.45874567146813106
2021-04-21,15.323565483093262,15.325560529414377,15.065936218178726,15.082396063863788,216776000,0.01247432570071405,15.519699232918876,13.826090717315674,13.582936551835802,0.4068079517698625
2021-04-22,14.81454086303711,15.401376498326528,14.747950847034495,15.33802878904797,277788000,-0.033218419082541084,15.401519911629814,13.90529982248942,13.603802659776475,0.4222563119498507
2021-04-23,15.228545188903809,15.29812730885152,14.86442305311136,14.89834074512175,227500000,0.02794580876277153,15.399845668247767,13.980842781066894,13.62881449593438,0.4136802170256292
2021-04-26,15.44078254699707,15.441780545863962,15.088631654162862,15.148487801646604,197796000,0.013936811130711657,15.305892944335938,14.0680326461792,13.652910221947565,0.4113852467495957
2021-04-27,15.344764709472656,15.632820106046,15.317579942840933,15.541041312310584,164572000,-0.0062184566897541815,15.230254173278809,14.140873781840007,13.675365659925673,0.4086898305710686
2021-04-28,15.240015029907228,15.494901444335325,15.178912578480473,15.327554459461606,209416000,-0.00682641158393027,15.218140465872628,14.206897989908855,13.69796470006307,0.4101684583943233
2021-04-29,15.28790283203125,15.39938378813891,15.035261629277306,15.36297157225275,173196000,0.003142241134936219,15.240016664777484,14.272855695088705,13.720001623365615,0.41018829028671094
2021-04-30,14.973408699035645,15.328054107946564,14.960938945985912,15.138012864264333,201912000,-0.020571437197826503,15.189994267054967,14.348905690511067,13.739311514960395,0.38836378331080423
2021-05-03,14.801074981689451,15.210088982164338,14.75194375369951,15.088631852500344,203912000,-0.011509317671753116,15.188070569719587,14.415112813313803,13.756039004855685,0.3913732493408237
2021-05-04,14.31674098968506,14.6023027932816,13.976561346696622,14.602053531425083,405324000,-0.03272289293876052,15.057812826974052,14.453852780659993,13.767983341217041,0.4007641454808052
2021-05-05,14.42373275756836,14.777879613344718,14.352903386413088,14.673630127077862,292024000,0.007473192953646679,14.912519999912806,14.499999841054281,13.784097162882487,0.39933798281048993
2021-05-06,14.488078117370604,14.536212294500968,14.183812159767982,14.460394829112328,193380000,0.004461075429207595,14.790136201041085,14.562515862782796,13.801097657945421,0.3841396252302082
2021-05-07,14.77663230895996,14.93475089512991,14.636470089527306,14.772642216658582,229328000,0.01991666453284724,14.72393866947719,14.638233311971028,13.82234312693278,0.3843397351208323
